P-nummer;Startdato;Ophørsdato;Navn;Adresse;Postnr.;By;Hovedbranche;Telefonnr;Email;Reklamebeskyttet
1002942234;19.11.1979;;Rådhus Apoteket i Slagelse;Smedegade 6;4200;Slagelse;477300 Apoteker;58521145;;Nej
1015194711;07.04.2009;;Kibæk Apoteksudsalg;Nr. Bredgade 11;6933;Kibæk;477300 Apoteker;;;Nej
1024854597;04.07.2019;;Cafe Apotekerhaven ApS;c/o Rolf Vagn Jørgensen -   Plantagen 22;5500;Middelfart;561010 Restauranter;;;Nej
1019203316;17.03.2014;;Neptun Apoteket Esbjerg v/Jakob Møller;Stormgade 2;6700;Esbjerg;477300 Apoteker;75128077;;Nej
1003845228;01.01.1995;;Sygehusapotek Fyn - OUH;Solfaldsvej 38;5000;Odense;464610 Engroshandel med medicinalvarer og sygeplejeartikler;66113333;;Nej
1006351968;01.11.1999;;LØVE APOTEKET RINGKØBING V/HENNING LUND LUKASEN;Torvegade 5;6950;Ringkøbing;477300 Apoteker;97320511;;Nej
1013347588;01.07.2007;;Løve Apoteket v//Pia Bach;Hangaardsvej 7;9900;Frederikshavn;477300 Apoteker;98423214;066pb@apoteket.dk;Ja
1019868970;05.11.2014;;Lyngby Storcenter Filial/ v Mahboubeh Dadkhah Tehrani;Lyngby Storcenter 1;2800;Kgs.;477300 Apoteker;45870820;lyngby@apoteket.dk;Ja
1013229232;01.05.2007;;Kalundborg Svane Apoteket v/Inger Annette Brasen;Elmegade 15;4400;Kalundborg;477300 Apoteker;59510005;kalundborg@apoteket.dk;Nej
1015052348;05.02.2009;;Løve Apoteket Lillebælt Løvbjerg v/Lene Landsgrav;Strevelinsvej 11;7000;Fredericia;477300 Apoteker;75923544;015FL@apoteket.dk;Ja
1012623425;01.01.2006;;Andelsboligforeningen Apotekervænget;Apotekervænget 2 - 18;9370;Hals;682020 Private andelsboligforeninger;;;Nej
1019584212;28.07.2014;;A-APOTEKETS DOSISPAK P/S;c/o A-apoteket -   Venlighedsvej 6;2970;Hørsholm;773900 Udlejning og leasing af andet materiel, udstyr og andre materielle aktiver i.a.n.;;;Nej
1023787632;11.07.2018;;Ulve Apoteket - Munkebo;Palmealle 2;6000;Kolding;477300 Apoteker;75520122;kolding.soenderbro@apoteket.dk;Ja
1002986408;01.08.1993;;PIJ_VIKAR;Uglegårdsparken 4;4990;Sakskøbing;869090 Sundhedsvæsen i øvrigt i.a.n.;54707452;jilp@privat.dk;Nej
1026000412;09.07.2020;;Kløver Apoteket Horsens;c/o Bilka Horsens -   Høegh Guldbergs Gade 10;8700;Horsens;477300 Apoteker;75751026;kloeverhorsens@apoteket.dk;Ja
1020349294;01.07.2015;;Ålbæk Apoteksudslag;Centralvej 2;9982;Ålbæk;477300 Apoteker;98489515;sforzini@apoteket.dk;Nej
1002900579;19.11.1979;;Apoteket Lille Bjørn;Nordens Plads 2;2000;Frederiksberg;477300 Apoteker;;;Nej
1020599061;01.12.2015;;Apotekergaarden v/ Steffen Andersen;Hejningevej 24;4200;Slagelse;014200 Avl af andet kvæg og bøfler;;;Ja
1003137699;01.05.2000;;STJERNEAPOTEKET STORCENTER NORD;Finlandsgade 17;8200;Århus;477300 Apoteker;86105554;stjerne@apoteket.dk;Ja
1003669952;31.12.1995;;EJERFORENINGEN APOTEKERHAVEN;c/o Anna Marie Handberg -   Normavej 14;7800;Skive;949900 Andre organisationer og foreninger i.a.n.;97512344;handberg@mail.tele.dk;Nej
1019842254;01.10.2014;;Viby Apoteksudsalg;Søndergade 8;4130;Viby;477300 Apoteker;46193413;borup@apoteket.dk;Nej
1003153321;19.11.1979;;LØVE APOTEKET;Sct. Mathias Gade 41;8800;Viborg;477300 Apoteker;21609977;grethe_arvesen@apoteket.dk;Nej
1003245881;01.01.1981;;APS APOTEKERGÅRDENS GARAGER;c/o Kristen Holm Brok-Kristensen -   Eckersbergsvej 16;5230;Odense;682030 Anden udlejning af boliger;66143686;hpn@direkte.org;Nej
1002949458;19.11.1979;;Betula v/Jens Overø;Ulrikkenborg Alle 54;2800;Kgs.Lyngby;773900 Udlejning og leasing af andet materiel, udstyr og andre materielle aktiver i.a.n.;45873123;;Nej
1002982797;19.11.1979;;PB apo-advice;Hyldeholm 12;4000;Roskilde;711290 Anden teknisk rådgivning;46323277;;Nej
1022806692;01.12.2017;;Løve Apoteket Svendborg Øst;c/o Føtex -   Møllergade 92 -  st. th.;5700;Svendborg;477300 Apoteker;;035pa@apoteket.dk;Ja
1015229299;01.06.2009;;Apoteket Rosen København v/Bent Halling Sørensen;Tuborgvej 269;2400;København;477300 Apoteker;35817500;;Nej
1016774738;04.04.2011;;Mary Lorenzen;Østerøvej 79;5800;Nyborg;682040 Udlejning af erhvervsejendomme;62552103;;Nej
1020512942;01.08.2015;;Apoteket Porshøj;Porsvænget 4;7400;Herning;477300 Apoteker;96266500;281hs@apoteket.dk;Ja
1019959615;01.12.2014;;Mårslet Apoteksudsalg;c/o Marselisborg Apotek -   Hørretvej 12;8320;Mårslet;477300 Apoteker;86292244;mikkelnorreslet@apoteket.dk;Ja
1014829667;28.10.2008;;Ejerforeningen Apotekergården;c/o SYDDAN A/S -   Hjulsporet 27;4930;Maribo;949900 Andre organisationer og foreninger i.a.n.;54781400;Syddan@syddan.dk;Nej
1003135416;19.11.1979;;Linde Apoteket Kbh. v/Ilja M Søndergaard;Frederikssundsvej 152;2700;Brønshøj;477300 Apoteker;38606111;linde@apoteket.dk;Nej
1023585878;18.04.2018;;Ulve Apoteket - Kolding Sønderbro;Søndergade 7;6000;Kolding;477300 Apoteker;75520122;304ul@apoteket.dk;Nej
1026269128;16.09.2020;;Nordjyllands kreds for apotekere;c/o Hanne Enevoldsen -   Heravej 149;9210;Aalborg;949900 Andre organisationer og foreninger i.a.n.;96330077;361he@apoteket.dk;Ja
1008648111;01.01.2000;;Thyborøn Apoteksudsalg;Bredgade 7;7680;Thyborøn;477300 Apoteker;97831024;;Nej
1002900233;19.11.1979;;Jernbane Apoteket Randers v/Jeanette Abel;Vestertorv 2;8900;Randers;477300 Apoteker;86426399;jernbane-randers@apoteket.dk;Nej
1003086625;01.01.1970;;Apoteker Kirsten Valborg Skriver;Rosenvænget 11;9520;Skørping;477300 Apoteker;;;Nej
1006069997;23.12.1995;;APOTEKER DR PHARM VIGGO HELWEG- MIKKELSEN OG ANNIE HELWEG- MIKKELSEN'S LEGAT (FOND);c/o Steffen de Teilman Hald -   Parkvej 33;2830;Virum;889910 Foreninger, legater og fonde med sygdomsbekæmpende, sociale og velgørende formål;45859540;hald@apoteket.dk;Nej
1002909382;01.01.1992;;Løve Apoteket Næstved Fensmark v/Hans Jacob Hjelme;Holmegaardsvej 1A  -  Fensmark;4684;Holmegaard;477300 Apoteker;55546900;;Nej
1008652453;01.04.2000;;Apoteket i Ballerup Centret;Ballerup-Centret 2 -  1. 3.;2750;Ballerup;477300 Apoteker;44970180;ballerupcentret@apotekeren.dk;Nej
1002909370;01.01.1992;;Løve Apoteket Næstved v/Hans Jacob Hjelme;Næstved Storcenter 45;4700;Næstved;477300 Apoteker;;;Nej
1016065311;25.05.2010;;Fjerritslev Apoteksfilial;Østergade 11 - 13;9690;Fjerritslev;477300 Apoteker;98211633;thisted@apotekeren.dk;Nej
1024392852;11.02.2019;;Vejen og Egtved Apoteker v/ Peter Merrild;Mindevej 1;6600;Vejen;477300 Apoteker;75360888;merrild@apoteket.dk;Nej
1024191938;15.09.2018;;Kløver Apoteket Østbirk;H C Andersensvej 2A;8752;Østbirk;477300 Apoteker;75751026;oestbirk@apoteket.dk;Ja
1022403296;01.05.2017;;Apoteket Frihedens Butikscenter;c/o Jakob Tjelum -   Strandmarksvej 20;2650;Hvidovre;477300 Apoteker;36784433;kontakt@frihedenapotek.dk;Nej
1002955457;19.11.1979;;Bolbro Consult v/Lars Clemmensen;Strandagervænget 24;7000;Fredericia;711290 Anden teknisk rådgivning;66166382;Clemmensen@apoteket.dk;Nej
1002750280;01.07.1979;;APOTEKER S.C. STRØYBERGS FOND TIL BEVARELSE AF JENS BANGS STENHUS;c/o Advodan Aalborg A/S -   Mølleå 1 -  1.;9000;Aalborg;682040 Udlejning af erhvervsejendomme;96313300;;Nej
1002443052;27.04.1984;;ERIK SCHMØLKER ApS;c/o Erik Schmølker -   Rungsted Strandvej 68;2960;Rungsted;649900 Anden finansiel formidling undtagen forsikring og pensionsforsikring, i.a.n.;45857997;;Nej
1004876269;01.01.1999;;DANMARKS APOTEKERFORENINGS JUBILÆUMSFOND;c/o 30980 Newsec PAM Denmark A/S -   Lyngby Hovedgade 4;2800;Kongens;889910 Foreninger, legater og fonde med sygdomsbekæmpende, sociale og velgørende formål;33153588;regnskab@farmapension.dk;Nej
1005897116;01.08.1988;;APOTEKER GEORG HEGGE & FRØKEN RANDI HEGGES MINDELEGAT;Fjeldhammervej 8;2610;Rødovre;889910 Foreninger, legater og fonde med sygdomsbekæmpende, sociale og velgørende formål;;;Nej
1015212280;10.06.2009;;C'est la Vibe;Ydunsgade 5 -  st.;2200;København;551020 Konferencecentre og kursusejendomme;51318555;thomas_vibe@me.com;Nej
1015194630;07.04.2009;;Løve Apoteket Randers - Kristrup Apoteksudsalg;Valdemarsvej 1;8960;Randers;477300 Apoteker;86412912;kristrup@apoteket.dk;Ja
1021546662;23.06.2016;;Apotekergaarden ApS;Holbergsvej 148;4700;Næstved;682040 Udlejning af erhvervsejendomme;;;Ja
1018082302;23.11.2012;;Grundejerforeningen APOTEKERVANGEN;c/o Dorthe Hansen -   Degnemose Allé 67;2700;Brønshøj;949900 Andre organisationer og foreninger i.a.n.;20970248;walther@dowa.dk;Nej
1003159860;01.01.1992;;Mols Apoteksudsalg;Knebel Bygade 21;8420;Knebel;477300 Apoteker;86351791;;Nej
1024059991;15.10.2018;;Frederiksberg Apoteket Godthåb;c/o Bilal H. S. Marashdeh -   Godthåbsvej 4;2000;Frederiksberg;477300 Apoteker;38344455;bilal.marashdeh@gmail.com;Ja
1024189550;15.09.2018;;Kløver Apoteket Brædstrup v/Kerly Servilieri;Søndergade 32;8740;Brædstrup;477300 Apoteker;75751026;kerly@apoteket.dk;Nej
1020434933;15.05.2015;;Apoteka ApS;Ventrupvej 27;2670;Greve;620200 Konsulentbistand vedrørende informationsteknologi;30320935;mgl@apoteka.dk;Ja
1006400097;01.01.1993;;APOTEKER NORDGÅRDS BØRNEHAVE;Jeppe Aakjærsvej 18;7800;Skive;889130 Børnehaver;;;Nej
1002909369;19.11.1979;;Løve Apoteket Næstved v/Hans Jacob Hjelme;Axeltorv 12;4700;Næstved;477300 Apoteker;55720002;;Nej
1016653272;01.05.2011;;Svane Apoteket Aabenraa v/Shahpour Sobhani;c/o Aabenraa Svane Apotek v/Shahpour Sobhani -   Opnørplads 1 - 3;6200;Aabenraa;477300 Apoteker;74622200;287aa@apoteket.dk;Nej
1002904227;03.04.2000;;HJORTE APOTEKET;Bispebroen 2A -  st.;6100;Haderslev;477300 Apoteker;74522067;;Ja
1000265209;01.09.1992;;Dansk Farmacihistorisk Fond;c/o Pharmakon A/S -   Milnersvej 42;3400;Hillerød;889910 Foreninger, legater og fonde med sygdomsbekæmpende, sociale og velgørende formål;;;Nej
1003155798;19.11.1979;;Svane Apoteket Lyngby v/ Niels Kristensen;Lyngby Hovedgade 27;2800;Kgs.;477300 Apoteker;45870096;;Nej
1003196767;19.11.1979;;Løve Apoteket Holbæk v/Amid Seyedin;Labæk 4;4300;Holbæk;477300 Apoteker;59432606;;Nej
1016223103;04.08.2010;;BLOMSTER APOTEKET ApS;c/o Chalotte -   Søndergade 3;7480;Vildbjerg;477610 Blomsterforretninger;;;Nej
1017406023;15.01.2012;;Terndrup Apoteksudsalg;Hadsundvej 7;9575;Terndrup;477300 Apoteker;98335004;hadsund@apoteket.dk;Nej
1004098778;01.07.1997;;JENSEN POTTER LILIAN KRISTINE JENSEN;Apotekervej 1;4750;Lundby;234900 Fremstilling af andre keramiske produkter;55767613;;Nej
1021535830;01.07.2016;;KristianSkovFoto;Apotekervej 5;4180;Sorø;742000 Fotografisk virksomhed;57830400;kristianskovfoto@gmail.com;Ja
1018452290;01.05.2013;;Princess Pizza;Apotekerbakken 19;8783;Hornsyld;561020 Pizzeriaer, grillbarer, isbarer mv.;25680423;fahim2106@hotmail.com;Nej
1000436292;01.01.1989;;Stensgård Dekoration - Idé - Værksted v/Søren Stensgaard;Apotekervej 3;4180;Sorø;731190 Anden reklamevirksomhed;;;Nej
1024824469;27.06.2019;;DMB Multiservice ApS;Apotekerlængen 6;2620;Albertslund;494100 Vejgodstransport;93839200;mcbrayd@gmail.com;Ja
1008189613;01.01.2000;;Aldi KARLSLUNDE K/S;Apotekergade 2;4840;Nørre;471130 Discountforretninger;75566600;;Ja
1024461749;11.03.2019;;Sorømureren;Apotekervej 7;4180;Sorø;439910 Murere;40933099;Soroemureren@gmail.com;Nej
1022062855;28.12.2016;;Living Yoga ApS;Apotekerstræde 4 -  1.;4700;Næstved;855100 Undervisning inden for sport og fritid;;athurison@jubii.dk;Nej
1015434232;07.08.2009;;Haveforeningen Dannebrog;c/o Johnny Lauritsen Bælum -   Apotekervænget 28 -  st. th.;4990;Sakskøbing;949900 Andre organisationer og foreninger i.a.n.;;ma-varmeteknik@hotmail.com;Ja
1025124029;11.10.2019;;Indal Media;Apotekervænget 19;6000;Kolding;731200 Reklameplads i medier;51371377;trine.indal@gmail.com;Ja
1010244796;09.12.2003;;OK-Plus + v/Margrethe Hansen Nielsen;Apotekerbakken 1;8783;Hornsyld;473000 Servicestationer;;;Nej
1025336638;15.12.2019;;FRISØR STUEN;Apotekerbakken 18;8783;Hornsyld;960210 Frisørsaloner;75790921;Info@frisoer-stuen.dk;Ja
1025684989;23.03.2020;;IOGT Danmark;c/o Hanne Gaaserud -   Apotekerhaven 2 -  st. th.;6430;Nordborg;949900 Andre organisationer og foreninger i.a.n.;24472916;hanne.gaaserud@hotmail.com;Ja
1024158493;02.10.2018;;Susåklyngen;c/o Jonas Thorgersen -   Apotekerstræde 6 -  st. tv.;4700;Næstved;941200 Faglige sammenslutninger;;susaaklyngen@gmail.com;Ja
1025545687;10.02.2020;;Klinik Klematis;c/o Signe Mandrup Holt -   Apotekervej 8;4750;Lundby;869090 Sundhedsvæsen i øvrigt i.a.n.;31143118;signemholt@gmail.com;Ja
1019000296;18.03.2013;;Solkongen Lundby;Apotekervej 5;4750;Lundby;351100 Produktion af elektricitet;55766310;ivar.askoee1@skolekom.dk;Ja
1018860534;30.10.2013;;Arnold Busck A/S - Haderslev;Apotekergade 13;6100;Haderslev;476100 Detailhandel med bøger;74522703;;Nej
1002621316;01.01.1977;;TANDLÆGESELSKABET TORBEN CHRISTIANSEN APS;Apotekerbakken 26;8783;Hornsyld;862300 Praktiserende tandlæger;75687623;;Nej
1002266792;01.05.1982;;GERT SKOV HANSEN;Apotekervej 12;4180;Sorø;812220 Skorstensfejning;57830398;;Nej
1025178366;30.10.2019;;Kirstine Holm Design;Apotekervænget 1;6430;Nordborg;321200 Fremstilling af smykker i ædle metaller og relaterede produkter;;leneth76@hotmail.com;Nej
1003181346;01.07.1994;;Takeda Pharma A/S;Apotekerstien 9;9500;Hobro;212000 Fremstilling af farmaceutiske præparater;98525755;;Nej
1020568255;06.07.2015;;Sorø Kolonihaveforening;c/o Kasserer Mariette Tellerup -   Apotekervej 27;4180;Sorø;949900 Andre organisationer og foreninger i.a.n.;20454922;mariette@tellerup.dk;Ja
1023480685;20.03.2018;;Brian Frimann, 438 Nørre Alslev ApS;c/o REMA 1000 Nørre Alslev -   Apotekergade 3;4840;Nørre;471130 Discountforretninger;;;Ja
1024331810;01.02.2019;;Tandlæge Kit Korsgaard ApS;Apotekerbakken 6;8783;Hornsyld;862300 Praktiserende tandlæger;;;Nej
1019422131;27.05.2014;;KARKON ApS;c/o Steen Holsteen Jessen -   Apotekervej 4;9230;Svenstrup;791200 Rejsearrangører;;antfarm@mail.dk;Nej
1016169656;07.07.2010;;Butik 228 Sorø;Apotekervej 21;4180;Sorø;471130 Discountforretninger;;;Nej
1020964835;09.12.2015;;Slagter Ladegaard ApS;Apotekerbakken 24;8783;Hornsyld;472200 Slagter- og viktualieforretninger;;;Nej
1008884532;30.11.2001;;NETTO;Apotekervej 21;4180;Sorø;471130 Discountforretninger;;;Nej
1021132612;01.01.2016;;Sorø Boligselskab;c/o Ejendomskontoret -   Apotekervej 14;4180;Sorø;682010 Almennyttige boligselskaber;77320000;;Ja
1004019122;02.01.1997;;BOYES LYS-REKLAMETRYK APS;Apotekervænget 37;4990;Sakskøbing;181200 Anden trykning;54706663;;Nej
1011150841;25.01.2005;;HOLISTICA HOLDING A/S;Apotekerbakken 23A;8783;Hornsyld;642020 Ikke-finansielle holdingselskaber;;;Nej
1017839620;01.09.2012;;Byens Pølsevogn v/Berit Bentzen;Apotekervej 17;4180;Sorø;561020 Pizzeriaer, grillbarer, isbarer mv.;;;Nej
1007313574;01.12.1999;;Øjenklinikken Anita Alsing;Apotekerstræde 6;4700;Næstved;862200 Praktiserende speciallæger;55734488;;Nej
1017429813;01.02.2012;;MG Haderslev v/ Jette Sorgenfri von Dippe;Apotekergade 13;6100;Haderslev;477110 Tøjforretninger;61673836;jsvondippe@gmail.com;Nej
1025422119;13.01.2020;;Kirkens Korshær Genbrug Hornsyld;Apotekerbakken 17;8783;Hornsyld;477900 Detailhandel med brugte varer i forretninger;23847975;;Ja
1004878431;28.08.1998;;NIELS CHRISTIAN FREDERIKSEN HOLDING ApS;c/o Niels Christian Frederksen -   Apotekerhaven 16 -  st.;8450;Hammel;642020 Ikke-finansielle holdingselskaber;86463944;;Nej
1021677031;15.08.2016;;Sindberg Jensen;Apotekerhaven 19;8450;Hammel;791100 Rejsebureauer;73738989;sindbergjensen@gmail.com;Ja
1024356783;22.01.2019;;Pusterum;c/o Bodil Johannessen -   Apotekervej 4;4180;Sorø;855100 Undervisning inden for sport og fritid;;bodil@mhes.dk;Ja
1025597679;25.02.2020;;IOGT Danmark;c/o Hanne Gaaserud -   Apotekerhaven 2 -  st. th.;6430;Nordborg;949900 Andre organisationer og foreninger i.a.n.;24472916;hanne.gaaserud@hotmail.com;Ja
1001368842;01.01.1969;;HANS CHR FRIGAARD;Apotekervej 29;4750;Lundby;011100 Dyrkning af korn (undtagen ris), bælgfrugter og olieholdige frø;54431089;tornkaer@mail.dk;Nej
1024710196;16.05.2019;;SF Haderslev;c/o Anike Lund -   Apotekergade 9B -  1.;6100;Haderslev;949900 Andre organisationer og foreninger i.a.n.;22799683;haderslevsf@gmail.com;Ja
1003017345;01.01.1987;;NETTO;Apotekervænget 56;4990;Sakskøbing;471130 Discountforretninger;;;Ja
1022617385;03.07.2017;;Finn Fabricius, 905 Sakskøbing ApS;c/o REMA 1000 Sakskøbing -   Apotekervænget 21;4990;Sakskøbing;471130 Discountforretninger;;;Nej
1000678377;01.01.1990;;HOLISTICA-MEDICA A/S;Apotekerbakken 23A;8783;Hornsyld;869090 Sundhedsvæsen i øvrigt i.a.n.;;susanne@holistica-medica.dk;Nej
1015460608;21.08.2009;;Åkanden;Apoteker Rasmussens Plads 10;6880;Tarm;562100 Event catering;;koekkenet.aakanden@rksk.dk;Nej
1014511853;19.06.2008;;SPAR HORNSYLD A/S;Apotekerbakken 4;8783;Hornsyld;471120 Supermarkeder;76687551;;Nej
1016901292;03.06.2011;;BOLIG BOHÈME ApS;Apotekergade 9A;6100;Haderslev;477830 Forhandlere af gaveartikler og brugskunst;74530880;;Nej
1003017266;01.01.1987;;NETTO;Apotekergade 4;4840;Nørre;471130 Discountforretninger;;;Ja
1020894373;14.11.2015;31.12.2015;Det Gamle Apotek, Lyngby Storcenter;Lyngby Storcenter 55;2800;Kgs.;477830 Forhandlere af gaveartikler og brugskunst;74721966;dga@dga-engros.dk;Nej
1008654960;01.01.2001;30.06.2002;RØDDING APOTEK V/JØRN HERMANSEN;Højskolevænget 4;6630;Rødding;702040 Udlejning af erhvervsejendomme;74842241;;Nej
1007973183;01.09.2000;31.12.2000;BRØNDBYØSTER APOTEK V/LEO TOFT;Borrevænget 3;2680;Solrød;523100 Apoteker;56144838;;Nej
1009357404;08.10.2002;08.10.2002;GIVE APOTEK V/HELGE LARSEN;Vestergade 1A;7323;Give;980000 Uoplyst;75732552;;Nej
1013778074;01.01.2007;31.01.2013;Region Hovedstadens Apotek Helsingør Sygehus;Esrumvej 145;3000;Helsingør;464610 Engroshandel med medicinalvarer og sygeplejeartikler;;;Nej
1002904872;19.11.1979;16.06.2017;Allinge Apotek v/Karsten Mortensen;Kirkegade 13  -  Allinge;3770;Allinge;477300 Apoteker;56480048;allinge@apoteket.dk;Nej
1002969093;01.07.1991;21.08.2016;KASTRUP APOTEK V/BENEDIKTE LESSOW;Skottegården 2;2770;Kastrup;477300 Apoteker;32503633;;Nej
1010083474;01.10.2003;01.10.2003;Det Gamle Apotek Karina Rønberg;Nørregade 47;7500;Holstebro;553010 Restauranter;97422020;;Nej
1002948414;19.11.1979;31.12.2013;NIBE APOTEK v/Erik Groth;Mellemgade 9;9240;Nibe;477300 Apoteker;98351023;;Nej
1002949823;01.01.1970;31.01.2009;VÆRLØSE APOTEK V/LONE ELKEN;Bymidten 13;3500;Værløse;477300 Apoteker;44482209;;Nej
1009142246;01.07.2002;01.07.2002;Kerteminde Apotek/ Frank Godsk Hansen;Langegade 37;5300;Kerteminde;523100 Apoteker;;;Nej
1004329956;06.11.1997;07.07.2003;NIHAW - DET KINESISKE APOTEK APS;Peder Skrams Gade 17 -  st. tv.;1054;København;851220 Praktiserende speciallæger og ambulatorier;33128312;;Nej
1008156782;01.01.2001;01.01.2001;Galten Apotek v/Inger Rasmussen;Søndergade 2;8464;Galten;523100 Apoteker;;;Nej
1009463387;01.04.1988;01.04.1988;BAGSVÆRD APOTEK V/PETER ARENDS;Bagsværd Torv 6;2880;Bagsværd;980000 Uoplyst;;;Nej
1007549489;01.06.2000;30.06.2016;Trøjborg Apotek v/Hans Andersen;Tordenskjoldsgade 30;8200;Aarhus;477300 Apoteker;86167377;troejborg@apoteket.dk;Nej
1008029039;01.08.2000;31.07.2001;GRÅSTEN APOTEK V/HENRIK HØJMARK;Ulsnæs 17;6300;Gråsten;523100 Apoteker;74651020;;Nej
1006097226;01.02.1997;30.06.1997;ORDRUP APOTEK V/LISE EBERHOLST;80;9999;Ukendt;980000 Uoplyst;;;Nej
1002990064;01.06.1994;30.09.2015;STRUER APOTEK GRETE KIRSTINE KRISTENSEN;Sarpsborgvej 68;7600;Struer;477300 Apoteker;97855845;gretek@apoteket.dk;Nej
1002990349;01.07.1994;31.10.2013;VOJENS APOTEK V/BIRGIT LILLEØR;Ladegårdsvej 8;6300;Gråsten;829200 Pakkerier;74541442;;Nej
1010937597;01.06.2004;30.10.2004;BRØNSHØJ APOTEK V/INGE BØRSTING;Frederikssundsvej 121;2700;Brønshøj;980000 Uoplyst;38283822;;Nej
1009154902;01.09.2002;01.09.2002;Stenløse Apotek v/Lene Lorentzen;Nordens Plads 16;2000;Frederiksberg;523100 Apoteker;;;Nej
1003171857;19.11.1979;31.12.2018;Galten Apotek v/Inger Rasmussen;Torvet 3 -  st. tv.;8464;Galten;477300 Apoteker;86943633;;Nej
1022738115;12.05.2017;30.07.2017;Dødsboet efter Det Lille Apotek;c/o Adv. Sys Rovsing -   Poul Ankers Gade 2 -  2. tv.;1271;København;563000 Cafeér, værtshuse, diskoteker mv.;;;Nej
1011531829;01.06.2005;31.05.2006;BRAMMINGE APOTEK V/WERNER HANSEN;Jernbanegade 6;6740;Bramming;523100 Apoteker;75173044;;Nej
1019625946;18.08.2014;;HUMANNER ApS;Apotekerbakken 23A;8783;Hornsyld;855900 Anden undervisning i.a.n.;;;Nej
1000296659;01.02.1988;;Advokatfirmaet Mette Mygind v/Mette Faber Mygind;Apotekerstræde 4A;4700;Næstved;691000 Juridisk bistand;55340515;mm@advokatmygind.dk;Nej
1025779033;01.05.2020;;Chaplin Pizza I/S;Apotekergade 7;6100;Haderslev;561020 Pizzeriaer, grillbarer, isbarer mv.;;Chaplin.Pizza@outlook.dk;Nej
1003811424;21.08.1996;;Enggården & Vindmølle V/Christian Drivsholm Østergaard;Apotekervænget 6;9850;Hirtshals;351100 Produktion af elektricitet;;;Nej
1015434143;01.07.2014;;Anne Plasmann;Apotekervej 12B;4180;Sorø;479900 Anden detailhandel undtagen fra forretninger, stadepladser og markeder;57835373;aph@nilpeter.com;Nej
1004451142;01.01.1998;;Velværeformidling v/ Hanne Friborg;Apotekervej 3;4750;Lundby;869090 Sundhedsvæsen i øvrigt i.a.n.;45767042;hf@velvaereformidling.dk;Ja
1017700789;24.05.2012;;CANDELARIA HOLDING ApS;c/o Miguel Kjeldgaard Candelaria -   Apotekerstræde 6 -  st. tv.;4700;Næstved;999999 Uoplyst;;;Nej
1021061685;13.01.2016;;ATravel ApS;Apotekervej 3;4750;Lundby;791100 Rejsebureauer;;;Nej
1024340070;14.01.2019;;Bulskov Management Consulting;Apotekervej 29;4750;Lundby;702200 Virksomhedsrådgivning og anden rådgivning om driftsledelse;47503450;jb@bulskov.ch;Ja
1009058504;20.04.2002;;Cafe Istandbul og Pizza v/Abdullah Sahin;Apotekergade 2 -  st.;6100;Haderslev;561010 Restauranter;;;Nej
1019163551;01.04.2014;;Vestjysk Øjenklinik;Apoteker Rasmussens Plads 6E;6880;Tarm;862200 Praktiserende speciallæger;;sb-n@youmail.dk;Ja
1010549333;04.05.2004;;JENS ALMSKOU HOLDING ApS;Apotekervænget 12;9370;Hals;642020 Ikke-finansielle holdingselskaber;86121199;;Ja
1008483864;06.06.2001;;HOLISTICA UDLEJNING ApS;Apotekerbakken 23A;8783;Hornsyld;682040 Udlejning af erhvervsejendomme;76833000;;Nej
1013193998;03.04.2007;;Zaurits Forlag;c/o Kaj Erik Nielsen -   Apotekervænget 44 -  1. tv.;4990;Sakskøbing;581100 Udgivelse af bøger;42278580;ken01@mail.dk;Nej
1023606018;31.05.2018;;Sundhed med Alette;Apotekergade 7A -  1. tv.;6100;Haderslev;869090 Sundhedsvæsen i øvrigt i.a.n.;42450255;alettesoegaard@gmail.com;Ja
1015133437;10.03.2009;;LJ HOLDING NORDBORG ApS;Apotekergade 8;6430;Nordborg;999999 Uoplyst;;;Nej
1025196305;04.11.2019;;Grundejerforeningen Elmegården;c/o Christian Østergaard -   Apotekervænget 6;9850;Hirtshals;949900 Andre organisationer og foreninger i.a.n.;40448142;coesterg@outlook.dk;Ja
1014612749;23.07.2008;;Det Italienske Hus I/S;Apotekergade 12;6430;Nordborg;463420 Engroshandel med vin og spiritus;;todsen@post.tele.dk;Nej
1021169079;01.02.2016;;Hornsyld Kirkens Korshær;c/o Kirkens Korshær -   Apotekerbakken 17;8783;Hornsyld;949900 Andre organisationer og foreninger i.a.n.;75613977;horsens@kirkenskorshaer.dk;Nej
1025643123;26.02.2020;;anneIrgens;Apotekerstræde 4A;4700;Næstved;869090 Sundhedsvæsen i øvrigt i.a.n.;53706292;irgens.anne@gmail.com;Ja
1026282965;16.09.2020;;Benchmark Trading ApS;Apotekervej 8;4180;Sorø;463420 Engroshandel med vin og spiritus;;;Ja
1003195991;19.11.1979;30.11.2015;Hornsyld Apotek v/Gert Nielsen;Apotekerbakken 23;8783;Hornsyld;649900 Anden finansiel formidling undtagen forsikring og pensionsforsikring, i.a.n.;75687344;;Nej
1008311575;01.04.2001;01.04.2001;Hornsyld Apotek v/Gert Nielsen;Apotekerbakken 23;8783;Hornsyld;523100 Apoteker;;;Nej
1010718364;01.09.2004;17.02.2005;Hadsten Apotek v/Lars Persson;Vesselbjergvej 8;8370;Hadsten;523100 Apoteker;86981122;;Nej
