CVR-nummer;Startdato;Ophørsdato;Navn;Adresse;Postnr.;By;Virksomhedsform;Hovedbranche;Telefonnr;Email;Reklamebeskyttet
28409400;01.03.2005;;Ejerlejlighedsforeningen Apotektergården ;c/o NY C EJENDOMSADMINISTRATION ApS -   Gammel Kongevej 162A -  1.;1850;Frederiksberg;Frivillig forening;949900 Andre organisationer og foreninger i.a.n.;33223929;administration@ny-c.dk;Nej
13845298;01.02.1990;;APOTEKET GODTHÅB V/KIRSTEN BECH-JENSEN ;Godthåbsvej 4;2000;Frederiksberg;Enkeltmandsvirksomhed;477300 Apoteker;38344455;kirstenbechjensen@gmail.com;Nej
34742227;23.11.2012;;Grundejerforeningen APOTEKERVANGEN ;c/o Dorthe Hansen -   Degnemose Allé 67;2700;Brønshøj;Frivillig forening;949900 Andre organisationer og foreninger i.a.n.;20970248;dorthehansen2700@gmail.com;Nej
25841042;01.02.2001;;Svane Apoteket Lyngby v/ Niels Kristensen ;Lyngby Hovedgade 27;2800;Kgs.;Enkeltmandsvirksomhed;477300 Apoteker;45870096;;Nej
16907073;01.04.1993;;Hueset i Runddelen v/Merete Christensen ;Helgesvej 2;4000;Roskilde;Enkeltmandsvirksomhed;682040 Udlejning af erhvervsejendomme;46361222;;Nej
11555888;01.09.1976;;Højer Apoteksejendom v/Jørgen Sandbjerg ;Nakskovvej 10;6000;Kolding;Enkeltmandsvirksomhed;477300 Apoteker;;sandbjerg@apoteket.dk;Nej
31194946;01.04.2008;;Svane Apoteket Nykøbing Fl v/Betina Aastrup Hansen ;Slotsbryggen 1;4800;Nykøbing;Enkeltmandsvirksomhed;477300 Apoteker;54850622;;Ja
11708382;01.01.1901;;APOTEKER J.B.MIKKELSENS OG HUSTRU KGL. TRANSLATRICE GUDRUN MIKKELSENS FARMACEUTISKE FOND ;C/O KU - Det Sundhedsvidenskabelige F... -   Blegdamsvej 3B;2200;København;Fonde og andre selvejende institutioner;889910 Foreninger, legater og fonde med sygdomsbekæmpende, sociale og velgørende formål;;;Nej
26438209;01.05.2002;;Elefant Apoteket Holbæk vJens Ole Jakobsen ;Ahlgade 32;4300;Holbæk;Enkeltmandsvirksomhed;477300 Apoteker;59430138;;Ja
25232178;01.04.2000;;Vikarduen ;Slettebjerget 111  -  Ny Hammersholt;3400;Hillerød;Enkeltmandsvirksomhed;477300 Apoteker;48240972;poul@duerne.dk;Nej
39931885;01.01.2018;;Andelsboligforeningen Apotekergården ;c/o Grindsted Boligforening -   Nørregade 36;7200;Grindsted;Forening;682020 Private andelsboligforeninger;75323388;tdm@bovia.dk;Ja
31715806;28.10.2008;;Ejerforeningen Apotekergården ;c/o SYDDAN A/S -   Hjulsporet 27;4930;Maribo;Frivillig forening;949900 Andre organisationer og foreninger i.a.n.;54781400;Syddan@syddan.dk;Nej
19076237;01.12.1995;;EJERFORENINGEN APOTEKERHAVEN ;c/o Anna Marie Handberg -   Normavej 14;7800;Skive;Frivillig forening;949900 Andre organisationer og foreninger i.a.n.;97512344;handberg@mail.tele.dk;Ja
36779292;01.12.2015;;Apotekergaarden v/ Steffen Andersen ;Hejningevej 24;4200;Slagelse;Enkeltmandsvirksomhed;014200 Avl af andet kvæg og bøfler;;;Ja
19124207;01.05.1996;;HM - Erhverv ;Søndre Strandvej 103;2791;Dragør;Enkeltmandsvirksomhed;682040 Udlejning af erhvervsejendomme;51883289;hanne.mouritsen@apoteket.dk;Nej
34636206;01.01.2012;;Apoteker Christian P. Høygaards Familielegat ;c/o Forvaltningsinstituttet -   Toldbodgade 33 -  3.;1253;København;Øvrige virksomhedsformer;889910 Foreninger, legater og fonde med sygdomsbekæmpende, sociale og velgørende formål;33691777;forv@forvaltningsinst.dk;Nej
17515241;01.02.1994;;Ingeborg Blak ;Jasminparken 20;6760;Ribe;Enkeltmandsvirksomhed;682040 Udlejning af erhvervsejendomme;;;Nej
29598894;11.07.2006;;Thyholm Egnsmuseum Apotekergården ;c/o Per Overgaard Bach -   Gl Færgevej 5 -  1. th.  -  Oddesund Syd;7600;Struer;Frivillig forening;949900 Andre organisationer og foreninger i.a.n.;20415536;2old4y@mail.dk;Ja
30012526;01.01.2006;;AB Apotekerhaven ;c/o Revisor Ole Traberg -   Vibevej 7;4720;Præstø;Forening;682020 Private andelsboligforeninger;;ole.traberg@gmail.com;Nej
38481991;16.09.2020;;Nordjyllands kreds for apotekere ;c/o Hanne Enevoldsen -   Heravej 149;9210;Aalborg;Frivillig forening;949900 Andre organisationer og foreninger i.a.n.;96330077;361he@apoteket.dk;Ja
31540151;01.01.2010;;Gitte Linnemann ;Trelde Næsvej 209  -  Trelde Sande;7000;Fredericia;Enkeltmandsvirksomhed;682040 Udlejning af erhvervsejendomme;40764840;golda209@gmail.com;Nej
92689654;01.01.2017;;Økonomikonsulent Revisor HD ;Stubdrupvej 27;9700;Brønderslev;Enkeltmandsvirksomhed;692000 Bogføring og revision: skatterådgivning;20304555;allan@thyrrestrup.eu;Ja
21894184;01.10.2019;;Lægeklinikken Apotekerbakken ;Apotekerbakken 22;8783;Hornsyld;Enkeltmandsvirksomhed;862100 Alment praktiserende læger;75687766;apotekerbakken22@hotmail.com;Nej
16605093;01.01.2020;;BVJ Ejendomsudlejning ;c/o Bjarne Vinding Johnsen -   Brorsonsvej 10;9600;Aars;Personligt ejet Mindre Virksomhed;682030 Anden udlejning af boliger;;bjarnejohnsen@apoteket.dk;Ja
16107646;07.09.2015;;Skyhigh ;Refshalevej 163A -  1.;1432;København;Enkeltmandsvirksomhed;461900 Agenturhandel med blandet sortiment;61262848;susanne.hoej@gmail.com;Ja
41634898;01.09.2020;;Løve Apotekets gavekasse ;c/o Fredericia Løve Apotek Løvbjerg Lillebæl -   Strevelinsvej 11;7000;Fredericia;Frivillig forening;949900 Andre organisationer og foreninger i.a.n.;75923544;015fl@apoteket.dk;Ja
25873009;01.03.2001;;Linde Apoteket Kbh. v/Ilja M Søndergaard ;Frederikssundsvej 152;2700;Brønshøj;Enkeltmandsvirksomhed;477300 Apoteker;38606111;linde@apoteket.dk;Nej
39943107;15.09.2018;;Kløver Apoteket Brædstrup v/Kerly Servilieri ;Søndergade 32;8740;Brædstrup;Enkeltmandsvirksomhed;477300 Apoteker;75751026;kerly@apoteket.dk;Ja
26905273;24.04.2002;;A-Apoteket F.M.B.A. ;Venlighedsvej 6;2970;Hørsholm;Andelsselskab (-forening);941100 Erhvervs- og arbejdsgiverorganisationer;70207825;lhj@a-apoteket.dk;Nej
30462149;01.07.2007;;Løve Apoteket v//Pia Bach ;Hangaardsvej 7;9900;Frederikshavn;Enkeltmandsvirksomhed;477300 Apoteker;98423214;066pb@apoteket.dk;Ja
31137829;01.03.2008;;Løve Apoteket Horsens v/Vibeke Dengsø Toft-Petersen ;Nørretorv 2;8700;Horsens;Enkeltmandsvirksomhed;477300 Apoteker;75628011;horslove@apoteket.dk;Nej
24199401;01.01.1993;;APOTEKER NORDGÅRDS BØRNEHAVE ;Jeppe Aakjærsvej 18  -  Skive By;7800;Skive;Fonde og andre selvejende institutioner;889130 Børnehaver;99153550;;Nej
65344211;01.06.1981;;Ejendommen Adelgade 8 v/Kaj Tipsmark ;Adelgade 8A;8400;Ebeltoft;Enkeltmandsvirksomhed;682040 Udlejning af erhvervsejendomme;86342501;;Nej
17498738;01.08.1988;;APOTEKER GEORG HEGGE & FRØKEN RANDI HEGGES MINDELEGAT ;c/o PTU -   Fjeldhammervej 8;2610;Rødovre;Fonde og andre selvejende institutioner;889910 Foreninger, legater og fonde med sygdomsbekæmpende, sociale og velgørende formål;;;Nej
11977049;01.01.1901;;APOTEKER C A POULSENS LEGAT ;Rygårds Alle 1;2900;Hellerup;Fonde og andre selvejende institutioner;889910 Foreninger, legater og fonde med sygdomsbekæmpende, sociale og velgørende formål;;;Nej
20060794;01.08.1997;;Udlejningsejendommen Storegade 23 v/Lars Birkild Pedersen ;Parkallé 25;6880;Tarm;Enkeltmandsvirksomhed;477300 Apoteker;;lars@birkild.dk;Nej
17107143;01.08.1993;;PIJ_VIKAR ;Uglegårdsparken 4;4990;Sakskøbing;Enkeltmandsvirksomhed;869090 Sundhedsvæsen i øvrigt i.a.n.;54707452;jilp@privat.dk;Ja
41535377;22.07.2020;;Østjyllands Apotekerforening ;c/o Stefan Petursson -   Bytorvet 21B;8722;Hedensted;Frivillig forening;949900 Andre organisationer og foreninger i.a.n.;75891066;248sp@apoteket.dk;Ja
14949771;01.04.1991;;UP Ejendomme v/Ulla Poulsen ;Fru Mettes Vej 15;6600;Vejen;Enkeltmandsvirksomhed;477300 Apoteker;75368615;ulla.poulsen@apoteket.dk;Ja
75424418;01.11.1984;;Ole Stjärnqvist - Ejendom & Invest ;Trondhjemsgade 13 -  2. th.;2100;København;Personligt ejet Mindre Virksomhed;682030 Anden udlejning af boliger;;ole.stj@apoteket.dk;Nej
74411819;01.03.1984;;Mary Lorenzen ;Østerøvej 79;5800;Nyborg;Enkeltmandsvirksomhed;682040 Udlejning af erhvervsejendomme;62552103;;Nej
18853000;01.11.1995;;Apoteker Kirsten Valborg Skriver ;Rosenvænget 11;9520;Skørping;Enkeltmandsvirksomhed;477300 Apoteker;;;Nej
14422447;01.09.1990;;Ebbe Werenberg ;Ellehaven 4;2950;Vedbæk;Enkeltmandsvirksomhed;477300 Apoteker;45830266;ebbe@apoteket.dk;Ja
33724128;01.01.2010;;Andelsboligforeningen Apotekervænget, Kolding ;Strandvejen 34A;6000;Kolding;Forening;682020 Private andelsboligforeninger;75504777;hl@a-advokater.dk;Nej
10441374;01.11.1986;;v/Erling Hugo Pedersen ;Bastholmen 31;3520;Farum;Enkeltmandsvirksomhed;682040 Udlejning af erhvervsejendomme;44952410;31@bastholmen.dk;Nej
15267135;01.01.1901;;APOTEKER JOHAN TOLSTRUP OG HUSTRU EBBA TOLSTRUP FØDT JELSTRUP'S MINDEFOND, ;c/o ADVOKAT PETER LA COUR -   Hvidovrevej 406;2650;Hvidovre;Fonde og andre selvejende institutioner;889910 Foreninger, legater og fonde med sygdomsbekæmpende, sociale og velgørende formål;;;Nej
11403034;21.05.1987;;Andelsboligforeningen Apotekergården ;c/o Boligadministratorerne A/S -   Nyropsgade 13 -  1.;1602;København;Forening;682020 Private andelsboligforeninger;33381111;;Ja
36094729;09.03.2020;;ejerforeningen apotekerstræde 6 ;c/o jannik yngve nielsen -   Apotekerstræde 6;8900;Randers;Frivillig forening;949900 Andre organisationer og foreninger i.a.n.;48422222;jannik.nielsen@live.dk;Nej
27865038;01.04.2014;;MindXplore / Spirit Signs ;c/o Vinni Petersen -   Vestergade 6;7100;Vejle;Enkeltmandsvirksomhed;869090 Sundhedsvæsen i øvrigt i.a.n.;;vip72@hotmail.dk;Ja
21130443;01.01.2014;;Anne-Grete Thomsen ;Færgevej 1 -  2. mf.;5800;Nyborg;Enkeltmandsvirksomhed;477300 Apoteker;;;Ja
77218319;01.01.2010;;Skovmålet v/ Flemming Lundorf ;Åvangen 10  -  Skt Klemens;5260;Odense;Enkeltmandsvirksomhed;021000 Dyrkning af træer og andre skovbrugsaktiviteter;66151165;monapedersen@deloitte.dk;Nej
27914470;11.06.2007;;Natural Body Balance v/Henrik Jensen ;Bøstrupvej 88  -  Bøstrup;7840;Højslev;Enkeltmandsvirksomhed;472900 Anden detailhandel med fødevarer i specialforretninger;;;Nej
29493820;01.01.2006;;Andelsboligforeningen Apotekerhaven II ;c/o Karl Ove Lisberg -   Apotekerhaven 4 -  2. mf.;8722;Hedensted;Forening;682020 Private andelsboligforeninger;;;Nej
35424776;17.03.2014;;Neptun Apoteket Esbjerg v/Jakob Møller ;Stormgade 2;6700;Esbjerg;Enkeltmandsvirksomhed;477300 Apoteker;75128077;neptun@apoteket.dk;Nej
29343098;01.04.2006;;Løve Apoteket Næstved v/Hans Jacob Hjelme ;Axeltorv 12;4700;Næstved;Enkeltmandsvirksomhed;477300 Apoteker;55720002;;Nej
28047134;01.01.2005;;Lægerne i Apotekergården I/S ;Vestergade 1;4180;Sorø;Interessentskab;862100 Alment praktiserende læger;57862600;info@apotekergaardensoroe.dk;Nej
11721230;01.01.1901;;Dansk Farmacihistorisk Fond ;c/o Pharmakon A/S -   Milnersvej 42;3400;Hillerød;Fonde og andre selvejende institutioner;889910 Foreninger, legater og fonde med sygdomsbekæmpende, sociale og velgørende formål;;;Nej
26459540;01.05.2002;;Jernbane Apoteket Sønderborg v/Anna Grethe Munk Finmand ;Jernbanegade 10;6400;Sønderborg;Enkeltmandsvirksomhed;477300 Apoteker;74423502;;Nej
32028888;10.06.2009;;C'est la Vibe ;Ydunsgade 5 -  st.;2200;København;Enkeltmandsvirksomhed;551020 Konferencecentre og kursusejendomme;51318555;thomas_vibe@me.com;Nej
28411588;01.04.2005;;Grøndals Apoteket Vanløse V/Khosrov Aslan Asghari ;Godthåbsvej 187;2720;Vanløse;Enkeltmandsvirksomhed;477300 Apoteker;38860202;334pp@apoteket.dk;Nej
38740636;23.06.2017;;Apoteker Hans Clausen Schultz og hustrus mindelegat for Fole sogn - fond ;Gåskærgade 26;6100;Haderslev;Fonde og andre selvejende institutioner;889910 Foreninger, legater og fonde med sygdomsbekæmpende, sociale og velgørende formål;74340004;su@haderslev.dk;Ja
39851407;11.09.2018;;Ejerforeningen Apotekerhaven, 9575 Terndrup ;c/o Kurt Rasmussen -   Højdedraget 107;9530;Støvring;Frivillig forening;949900 Andre organisationer og foreninger i.a.n.;98374919;kr@kurt-rasmussen.dk;Nej
69390617;01.09.1982;;A/B APOTEKERGÅRDEN ;c/o 61209 Newsec PAM Denmark A/S -   Lyngby Hovedgade 4;2800;Kongens;Forening;682020 Private andelsboligforeninger;45260102;bogholderi@newsec.dk;Ja
21991716;01.01.1970;;APOTEKER AF AALBORG CARL OTTO NIELSENS MINDELEGAT ;c/o Adv. Thyregod & Schaumburg -   Hammerensgade 6 -  2.;1267;København;Fonde og andre selvejende institutioner;649900 Anden finansiel formidling undtagen forsikring og pensionsforsikring, i.a.n.;;;Ja
25462645;01.08.2014;;Løve Apoteket Skive ;Posthustorvet 1A;7800;Skive;Enkeltmandsvirksomhed;477300 Apoteker;97524166;;Nej
37109576;02.12.2019;;Aabybro apoteks personaleforening ;Østergade 36;9440;Aabybro;Frivillig forening;949900 Andre organisationer og foreninger i.a.n.;98244285;aabybro@apoteket.dk;Ja
34115478;01.02.2012;;MG Haderslev v/ Jette Sorgenfri von Dippe ;Apotekergade 13;6100;Haderslev;Enkeltmandsvirksomhed;477110 Tøjforretninger;61673836;jsvondippe@gmail.com;Nej
19427048;21.08.1996;;Enggården & Vindmølle V/Christian Drivsholm Østergaard ;Apotekervænget 6;9850;Hirtshals;Enkeltmandsvirksomhed;351100 Produktion af elektricitet;;;Ja
17830112;01.01.1969;;HANS CHR FRIGAARD ;Apotekervej 29;4750;Lundby;Enkeltmandsvirksomhed;011100 Dyrkning af korn (undtagen ris), bælgfrugter og olieholdige frø;54431089;tornkaer@mail.dk;Nej
39561883;31.05.2018;;Sundhed med Alette ;Apotekergade 7A -  1. tv.;6100;Haderslev;Personligt ejet Mindre Virksomhed;869090 Sundhedsvæsen i øvrigt i.a.n.;42450255;alettesoegaard@gmail.com;Ja
41281936;01.05.2020;;Chaplin Pizza I/S ;Apotekergade 7;6100;Haderslev;Interessentskab;561020 Pizzeriaer, grillbarer, isbarer mv.;;Chaplin.Pizza@outlook.dk;Nej
30098099;01.01.2007;;Læge Ib Pedersen ;Apoteker Rasmussens Plads 6A;6880;Tarm;Enkeltmandsvirksomhed;862100 Alment praktiserende læger;;ibpp@dadlnet.dk;Nej
41008253;15.12.2019;;FRISØR STUEN ;Apotekerbakken 18;8783;Hornsyld;Enkeltmandsvirksomhed;960210 Frisørsaloner;75790921;Info@frisoer-stuen.dk;Ja
32227090;01.07.2014;;Anne Plasmann ;Apotekervej 12B;4180;Sorø;Enkeltmandsvirksomhed;479900 Anden detailhandel undtagen fra forretninger, stadepladser og markeder;;aph@nilpeter.com;Nej
20010908;01.07.1997;;JENSEN POTTER LILIAN KRISTINE JENSEN ;Apotekervej 1;4750;Lundby;Enkeltmandsvirksomhed;234900 Fremstilling af andre keramiske produkter;55767613;;Nej
34402841;01.01.2012;;Ejendomsselskabet Apotekerbakken 22 I/S ;Apotekerbakken 22;8783;Hornsyld;Interessentskab;682030 Anden udlejning af boliger;60946121;Apotekerbakken22@hotmail.com;Ja
29482861;01.01.2006;;A/B Apotekerhaven I ;c/o Ellen Gravgaard -   Apotekerhaven 6 -  2. mf.;8722;Hedensted;Forening;682020 Private andelsboligforeninger;;;Nej
20124512;01.04.1964;;Danmarks Apotekerforening ;Bredgade 54;1260;København;Forening;941100 Erhvervs- og arbejdsgiverorganisationer;33767600;apotekerforeningen@apotekerforeningen.dk;Nej
14902600;01.03.1990;;Apoteket Trianglen v/Poul Schjøtz Nissen ;Nordre Frihavnsgade 3;2100;København;Enkeltmandsvirksomhed;477300 Apoteker;35383200;;Nej
20575344;26.11.1997;;ANDELSBOLIGFORENINGEN APOTEKERGÅRDEN ANDELSBOLIGHAVERNES ;c/o 63129 Newsec PAM Denmark A/S -   Lyngby Hovedgade 4;2800;Kongens;Forening;682020 Private andelsboligforeninger;;bogholderi@newsec.dk;Ja
40242260;11.02.2019;;Vejen og Egtved Apoteker v/ Peter Merrild ;Mindevej 1;6600;Vejen;Enkeltmandsvirksomhed;477300 Apoteker;75360888;merrild@apoteket.dk;Nej
39498405;18.04.2018;;Ulve Apoteket - Kolding Sønderbro ;Søndergade 7;6000;Kolding;Enkeltmandsvirksomhed;477300 Apoteker;75520122;304ul@apoteket.dk;Nej
34502862;01.07.2012;;Apoteket Svalen København v/Vibeke Abrahamsen ;Nørrebrogade 224;2200;København;Enkeltmandsvirksomhed;477300 Apoteker;35831217;242va@apoteket.dk;Nej
14053190;01.05.1990;;436 Svanen v/Inger La Cour Eybye ;Haderslevvej 60;6200;Aabenraa;Enkeltmandsvirksomhed;682040 Udlejning af erhvervsejendomme;74630776;eybye-family@apoteket.dk;Nej
30395840;01.05.2007;;Kalundborg Svane Apoteket v/Inger Annette Brasen ;Elmegade 15;4400;Kalundborg;Enkeltmandsvirksomhed;477300 Apoteker;59510005;kalundborg@apoteket.dk;Nej
32606628;30.06.1971;;APOTEKER HANS CLAUSEN SCHULTZ OG HUSTRUS MINDELEGAT FOR SLÆGTNINGE OG VENNER ;c/o Jens Oluf Petersen -   Lipkesgade 19 -  4. th.;2100;København;Fonde og andre selvejende institutioner;889910 Foreninger, legater og fonde med sygdomsbekæmpende, sociale og velgørende formål;;jensop@gmail.com;Nej
21959448;01.11.1999;;LØVE APOTEKET RINGKØBING V/HENNING LUND LUKASEN ;Torvegade 5;6950;Ringkøbing;Enkeltmandsvirksomhed;477300 Apoteker;97320511;;Ja
29337829;01.04.2006;;Løve Apoteket Holbæk v/Amid Seyedin ;Labæk 4;4300;Holbæk;Enkeltmandsvirksomhed;477300 Apoteker;59432606;;Nej
11930549;01.01.1901;;Pharmaforsikring, Forsikringsforeningen for medlemmer af Pharmadanmark og Danmarks Apotekerforening ;c/o Pharmadanmark -   Rygårds Alle 1;2900;Hellerup;Forening;889910 Foreninger, legater og fonde med sygdomsbekæmpende, sociale og velgørende formål;;jh@pharmadanmark.dk;Nej
18205440;01.03.1995;;Vinnie Krogh consulting ;Havneholmen 86 -  6. tv.;1561;København;Enkeltmandsvirksomhed;855900 Anden undervisning i.a.n.;22551676;vinniekrogh@outlook.dk;Ja
26565707;20.04.2002;;Cafe Istandbul og Pizza v/Abdullah Sahin ;Apotekergade 2 -  st.;6100;Haderslev;Enkeltmandsvirksomhed;561010 Restauranter;;;Nej
40893717;30.10.2019;;Kirstine Holm Design ;Apotekervænget 1;6430;Nordborg;Personligt ejet Mindre Virksomhed;321200 Fremstilling af smykker i ædle metaller og relaterede produkter;;leneth76@hotmail.com;Nej
40523804;16.05.2019;;SF Haderslev ;c/o Anike Lund -   Apotekergade 9B -  1.;6100;Haderslev;Frivillig forening;949900 Andre organisationer og foreninger i.a.n.;22799683;haderslevsf@gmail.com;Ja
20690771;01.01.1998;;Velværeformidling v/ Hanne Friborg ;Apotekervej 3;4750;Lundby;Enkeltmandsvirksomhed;869090 Sundhedsvæsen i øvrigt i.a.n.;45767042;hf@velvaereformidling.dk;Ja
30378695;03.04.2007;;Zaurits Forlag ;c/o Kaj Erik Nielsen -   Apotekervænget 44 -  1. tv.;4990;Sakskøbing;Personligt ejet Mindre Virksomhed;581100 Udgivelse af bøger;42278580;ken01@mail.dk;Ja
40852484;11.10.2019;;Indal Media ;Apotekervænget 19;6000;Kolding;Personligt ejet Mindre Virksomhed;731200 Reklameplads i medier;51371377;trine.indal@gmail.com;Ja
31539773;23.07.2008;;Det Italienske Hus I/S ;Apotekergade 12;6430;Nordborg;Anden udenlandsk virksomhed;463420 Engroshandel med vin og spiritus;;todsen@post.tele.dk;Nej
32227139;07.08.2009;;Haveforeningen Dannebrog ;c/o Johnny Lauritsen Bælum -   Apotekervænget 28 -  st. th.;4990;Sakskøbing;Frivillig forening;949900 Andre organisationer og foreninger i.a.n.;;Kolonihaven-Dannebrog@hotmail.com;Ja
31723698;04.11.2019;;Grundejerforeningen Elmegården ;c/o Christian Østergaard -   Apotekervænget 6;9850;Hirtshals;Frivillig forening;949900 Andre organisationer og foreninger i.a.n.;40448142;coesterg@outlook.dk;Ja
36565640;26.02.2020;;anneIrgens ;Apotekerstræde 4A;4700;Næstved;Enkeltmandsvirksomhed;869090 Sundhedsvæsen i øvrigt i.a.n.;53706292;irgens.anne@gmail.com;Ja
30400240;01.07.2016;;KristianSkovFoto ;Apotekervej 5;4180;Sorø;Enkeltmandsvirksomhed;742000 Fotografisk virksomhed;57830400;kristianskovfoto@gmail.com;Ja
39447355;15.10.2018;;Frederiksberg Apoteket Godthåb ;Godthåbsvej 4;2000;Frederiksberg;Enkeltmandsvirksomhed;477300 Apoteker;;bilal.marashdeh@gmail.com;Ja
33808399;06.07.2015;;Sorø Kolonihaveforening ;c/o Kasserer Mariette Tellerup -   Apotekervej 27;4180;Sorø;Frivillig forening;949900 Andre organisationer og foreninger i.a.n.;20454922;mariette@tellerup.dk;Ja
30251253;01.05.2013;;Princess Pizza ;Apotekerbakken 19;8783;Hornsyld;Enkeltmandsvirksomhed;561020 Pizzeriaer, grillbarer, isbarer mv.;25680423;fahim2106@hotmail.com;Nej
20022388;14.01.2019;;Bulskov Management Consulting ;Apotekervej 29;4750;Lundby;Enkeltmandsvirksomhed;702200 Virksomhedsrådgivning og anden rådgivning om driftsledelse;47503450;jb@bulskov.ch;Ja
25905997;18.03.2013;;Solkongen Lundby ;Apotekervej 5;4750;Lundby;Enkeltmandsvirksomhed;351100 Produktion af elektricitet;55766310;ivar.askoee1@skolekom.dk;Ja
25105885;01.12.1999;;Øjenklinikken Anita Alsing ;Apotekerstræde 6;4700;Næstved;Enkeltmandsvirksomhed;862200 Praktiserende speciallæger;55734488;;Ja
35625747;01.04.2014;;Vestjysk Øjenklinik ;Apoteker Rasmussens Plads 6E;6880;Tarm;Enkeltmandsvirksomhed;862200 Praktiserende speciallæger;;sb-n@youmail.dk;Ja
27467091;09.12.2003;;OK-Plus + v/Margrethe Hansen Nielsen ;Apotekerbakken 1;8783;Hornsyld;Enkeltmandsvirksomhed;473000 Servicestationer;;;Nej
30333969;01.09.2012;;Byens Pølsevogn v/Berit Bentzen ;Apotekervej 17;4180;Sorø;Enkeltmandsvirksomhed;561020 Pizzeriaer, grillbarer, isbarer mv.;;;Nej
30060024;11.03.2019;;Sorømureren ;Apotekervej 7;4180;Sorø;Enkeltmandsvirksomhed;439910 Murere;40933099;Soroemureren@gmail.com;Nej
41255765;23.03.2020;;IOGT Danmark ;c/o Hanne Gaaserud -   Apotekerhaven 2 -  st. th.;6430;Nordborg;Frivillig forening;949900 Andre organisationer og foreninger i.a.n.;24472916;hanne.gaaserud@hotmail.com;Ja
68153719;01.05.1982;;GERT SKOV HANSEN ;Apotekervej 12;4180;Sorø;Enkeltmandsvirksomhed;812220 Skorstensfejning;57830398;;Nej
37944327;15.08.2016;;Sindberg Jensen ;Apotekerhaven 19;8450;Hammel;Personligt ejet Mindre Virksomhed;791100 Rejsebureauer;73738989;sindbergjensen@gmail.com;Ja
25846184;22.01.2019;;Pusterum ;c/o Bodil Johannessen -   Apotekervej 4;4180;Sorø;Personligt ejet Mindre Virksomhed;855100 Undervisning inden for sport og fritid;;bodil@mhes.dk;Ja
41192011;25.02.2020;;IOGT Danmark ;c/o Hanne Gaaserud -   Apotekerhaven 2 -  st. th.;6430;Nordborg;Frivillig forening;949900 Andre organisationer og foreninger i.a.n.;24472916;hanne.gaaserud@hotmail.com;Ja
29667225;01.08.2006;;Advokatfirmaet Mette Mygind v/Mette Faber Mygind ;Apotekerstræde 4A;4700;Næstved;Enkeltmandsvirksomhed;691000 Juridisk bistand;40310515;mm@advokatmygind.dk;Ja
39924498;02.10.2018;;Susåklyngen ;c/o Jonas Thorgersen -   Apotekerstræde 6 -  st. tv.;4700;Næstved;Forening;941200 Faglige sammenslutninger;;susaaklyngen@gmail.com;Ja
38285904;10.02.2020;;Klinik Klematis ;c/o Signe Mandrup Holt -   Apotekervej 8;4750;Lundby;Personligt ejet Mindre Virksomhed;869090 Sundhedsvæsen i øvrigt i.a.n.;31143118;signemholt@gmail.com;Ja
74931111;01.06.1984;31.12.2013;Nimtofte Apotek/Ørsted Apotek ;Ryomgaardvej 21;8581;Nimtofte;Enkeltmandsvirksomhed;682040 Udlejning af erhvervsejendomme;86398012;;Nej
14976299;01.04.1991;31.08.2012;Hadsund Apotek ;c/o Annette Hill-Madsen -   Kirketorvet 6 -  1. tv.;8900;Randers;Enkeltmandsvirksomhed;477300 Apoteker;98573239;ahm@apoteket.dk;Nej
20975334;01.08.1998;07.09.2020;FARSØ APOTEK ;Nørregade 11;9640;Farsø;Enkeltmandsvirksomhed;477300 Apoteker;98631777;farso@apoteket.dk;Nej
72571118;01.09.1983;30.06.2006;HUSUM APOTEK ;Frederikssundsvej 320;2700;Brønshøj;Enkeltmandsvirksomhed;980000 Uoplyst;38281012;;Nej
10886406;01.05.1977;30.04.2002;RØNNE APOTEK ;Store Torvegade 12;3700;Rønne;Enkeltmandsvirksomhed;523100 Apoteker;56950130;;Nej
29264899;01.01.2006;15.07.2007;Nature's Apotek ;c/o Michael Eugene Connelly -   Præstevangsvej 12 -  1. th.  -  Hasle;8210;Århus;Enkeltmandsvirksomhed;522730 Helsekostforretninger;50423121;;Nej
34991502;01.07.2016;08.07.2016;Kød Apotek ;Frederikssundsvej 54;2400;København;Enkeltmandsvirksomhed;101190 Forarbejdning af andet kød;40111666;zamzamdk@hotmail.com;Nej
75014619;01.05.1984;30.06.2007;ØSTERVRÅ APOTEK ;Liljevej 7;9750;Østervrå;Enkeltmandsvirksomhed;980000 Uoplyst;98951050;;Nej
10895170;01.01.1979;31.03.2003;ALBANI APOTEK ;c/o Erik Christensen -   Finsens Allé 3;5230;Odense;Enkeltmandsvirksomhed;523100 Apoteker;66120863;;Nej
74699111;01.10.1984;31.10.2003;ØREGÅRD APOTEK ;Strandvejen 203;2900;Hellerup;Enkeltmandsvirksomhed;980000 Uoplyst;39621045;;Nej
10873991;01.07.1976;31.07.2001;SØBORG APOTEK ;Søborg Hovedgade 86;2860;Søborg;Enkeltmandsvirksomhed;523100 Apoteker;39560724;;Nej
62998512;01.11.1980;31.08.2002;BRÆDSTRUP APOTEK ;Bredgade 24;8740;Brædstrup;Enkeltmandsvirksomhed;523100 Apoteker;75751026;;Nej
89258413;01.05.1980;31.03.2003;LØGUMKLOSTER APOTEK ;Guldagervej 11;6240;Løgumkloster;Enkeltmandsvirksomhed;523100 Apoteker;74743406;;Nej
